,Pin,Dispatch Center,Origin Center,Return Center,Facility City,Facility State,ODA
158,854109,Purnia_FatehpurRd_H (Bihar),Purnia_FatehpurRd_H (Bihar),Purnia_FatehpurRd_H (Bihar),Purnia,Bihar,False
159,415409,Islampur_KrushiBzr_D (Maharashtra),Islampur_KrushiBzr_D (Maharashtra),Islampur_KrushiBzr_D (Maharashtra),Islampur,Maharashtra,True
160,824127,Daudnagar_Tarar_D (Bihar),Daudnagar_Tarar_D (Bihar),Daudnagar_Tarar_D (Bihar),Daudnagar,Bihar,False
161,573123,Shanivarasanthe_Bank_D (Karnataka),Shanivarasanthe_Bank_D (Karnataka),Shanivarasanthe_Bank_D (Karnataka),Shanivarasanthe,Karnataka,True
162,174303,UnaHP_NangalRd_D (Himachal Pradesh),UnaHP_NangalRd_D (Himachal Pradesh),UnaHP_NangalRd_D (Himachal Pradesh),Una-HP,Himachal Pradesh,False
163,802301,Arrah_Pakariabar_D (Bihar),Arrah_Pakariabar_D (Bihar),Arrah_Pakariabar_D (Bihar),Arrah,Bihar,False
164,627908,Kovilpatti_KadershanKoil_D (Tamil Nadu),Kovilpatti_KadershanKoil_D (Tamil Nadu),Kovilpatti_KadershanKoil_D (Tamil Nadu),Kovilpatti,Tamil Nadu,True
165,576282,Kundapura_Shankarnarayana_D (Karnataka),Kundapura_Shankarnarayana_D (Karnataka),Kundapura_Shankarnarayana_D (Karnataka),Kundapura,Karnataka,True
166,110089,Delhi_Sector31_L (Delhi),Delhi_Sector31_L (Delhi),Delhi_Sector31_L (Delhi),Delhi,Delhi,False
167,631213,Arakkonam_Ramdasnagar_D (Tamil Nadu),Arakkonam_Ramdasnagar_D (Tamil Nadu),Arakkonam_Ramdasnagar_D (Tamil Nadu),Arakkonam,Tamil Nadu,True
168,534247,Bhimavaram_Gunupudi_D (Andhra Pradesh),Bhimavaram_Gunupudi_D (Andhra Pradesh),Bhimavaram_Gunupudi_D (Andhra Pradesh),Bhimavaram,Andhra Pradesh,True
169,570016,Mysore_Hebbalestate_H (Karnataka),Mysore_Hebbalestate_H (Karnataka),Mysore_Hebbalestate_H (Karnataka),Mysore,Karnataka,False
170,403204,Goa_Cortalim_H (Goa),Goa_Cortalim_H (Goa),Goa_Cortalim_H (Goa),Goa,Goa,False
171,201010,Ghaziabad_Pasonda_L (Uttar Pradesh),Noida_Bairangpur_GW (Uttar Pradesh),Ghaziabad_Pasonda_L (Uttar Pradesh),Ghaziabad,Uttar Pradesh,False
172,411027,Pune_GandharvNagari_L (Maharashtra),Pune_GandharvNagari_L (Maharashtra),Pune_GandharvNagari_L (Maharashtra),Pune,Maharashtra,False
173,742122,Berhampore_Mankara_I (West Bengal),Berhampore_Mankara_I (West Bengal),Berhampore_Mankara_I (West Bengal),Baharampur,West Bengal,True
174,302004,Jaipur_KhandelwalNagar_L (Rajasthan),Jaipur_Sez_GW (Rajasthan),Jaipur_KhandelwalNagar_L (Rajasthan),Jaipur,Rajasthan,False
175,497111,Pathalgaon_Kargilchowk_D (Chhattisgarh),Pathalgaon_Kargilchowk_D (Chhattisgarh),Pathalgaon_Kargilchowk_D (Chhattisgarh),Pathalgaon,Chhattisgarh,True
176,721461,Contai_Egra_D (West Bengal),Contai_Egra_D (West Bengal),Contai_Egra_D (West Bengal),Contai,West Bengal,False
177,643234,Coonoor_Vannarpet_D (Tamil Nadu),Coonoor_Vannarpet_D (Tamil Nadu),Coonoor_Vannarpet_D (Tamil Nadu),Coonoor,Tamil Nadu,True
178,678702,Palakkad_Kodumba_D (Kerala),Palakkad_Kodumba_D (Kerala),Palakkad_Kodumba_D (Kerala),Palakkad,Kerala,False
179,242005,Shahjahanpur_AvasVikas_D (Uttar Pradesh),Shahjahanpur_AvasVikas_D (Uttar Pradesh),Shahjahanpur_AvasVikas_D (Uttar Pradesh),Shahjahanpur,Uttar Pradesh,True
180,712248,Kolkata_Dankuni_GW (West Bengal),Kolkata_Dankuni_GW (West Bengal),Kolkata_Dankuni_GW (West Bengal),Dankuni,West Bengal,False
181,630312,Thiruvadanai_CKMangalm1_D (Tamil Nadu),Thiruvadanai_CKMangalm1_D (Tamil Nadu),Thiruvadanai_CKMangalm1_D (Tamil Nadu),Thiruvadanai,Tamil Nadu,True
182,731214,Dubrajpur_Mansayer_D (West Bengal),Dubrajpur_Mansayer_D (West Bengal),Dubrajpur_Mansayer_D (West Bengal),Dubrajpur,West Bengal,True
183,305926,Badnaur_KookarKhera_D (Rajasthan),Badnaur_KookarKhera_D (Rajasthan),Badnaur_KookarKhera_D (Rajasthan),Badnaur,Rajasthan,True
184,390003,Vadodara_Dashrath_H (Gujarat),Vadodara_Temp_H (Gujarat),Vadodara_Dashrath_H (Gujarat),Vadodara,Gujarat,False
185,415710,Khed_BharanaNaka_D (Maharashtra),Khed_BharanaNaka_D (Maharashtra),Khed_BharanaNaka_D (Maharashtra),Khed,Maharashtra,True
186,828142,Dhanbad_Tilabani_H (Jharkhand),Dhanbad_Tilabani_H (Jharkhand),Dhanbad_Tilabani_H (Jharkhand),Dhanbad,Jharkhand,True
187,490021,Raipur_Guma_H (Chhattisgarh),Raipur_Guma_H (Chhattisgarh),Raipur_Guma_R (Chhattisgarh),Raipur,Chhattisgarh,False
188,638313,Erode_BharathiNagar_L (Tamil Nadu),Erode_BharathiNagar_L (Tamil Nadu),Erode_BharathiNagar_L (Tamil Nadu),Erode,Tamil Nadu,True
189,494010,Bastar_Rajendranagar_D (Chhattisgarh),Bastar_Rajendranagar_D (Chhattisgarh),Bastar_Rajendranagar_D (Chhattisgarh),Bastar,Chhattisgarh,False
190,233230,Ghazipur_Arazidhawa_D (Uttar Pradesh),Ghazipur_Arazidhawa_D (Uttar Pradesh),Ghazipur_Arazidhawa_D (Uttar Pradesh),Ghazipur,Uttar Pradesh,True
191,382705,Kadi_Jadavpura_L (Gujarat),Kadi_Jadavpura_L (Gujarat),Kadi_Jadavpura_L (Gujarat),Kadi,Gujarat,False
192,585302,Aland_Sherikarcolony_D (Karnataka),Aland_Sherikarcolony_D (Karnataka),Aland_Sherikarcolony_D (Karnataka),Aland,Karnataka,True
193,711311,Kolkata_Dankuni_GW (West Bengal),Kolkata_Dankuni_GW (West Bengal),Kolkata_Dankuni_GW (West Bengal),Dankuni,West Bengal,True
194,621208,Kulithalai_CaveryNagar_D (Tamil Nadu),Kulithalai_CaveryNagar_D (Tamil Nadu),Kulithalai_CaveryNagar_D (Tamil Nadu),Kulithalai,Tamil Nadu,True
195,302034,Jaipur_Bhakrota_L (Rajasthan),Jaipur_Sez_GW (Rajasthan),Jaipur_Bhakrota_L (Rajasthan),Jaipur,Rajasthan,True
196,365665,Amreli_Bhojalpara_D (Gujarat),Amreli_Bhojalpara_D (Gujarat),Amreli_Bhojalpara_D (Gujarat),Amreli,Gujarat,False
197,483330,Katni_Sleemanabad1_D (Madhya Pradesh),Katni_Sleemanabad1_D (Madhya Pradesh),Katni_Sleemanabad1_D (Madhya Pradesh),Katni,Madhya Pradesh,False
198,124001,Rohtak_BahuAkbarpur_D (Haryana),Rohtak_BahuAkbarpur_D (Haryana),Rohtak_BahuAkbarpur_D (Haryana),Rohtak,Haryana,False
199,535204,Bhogapuram_Thotaveedhi_D (Andhra Pradesh),Bhogapuram_Thotaveedhi_D (Andhra Pradesh),Bhogapuram_Thotaveedhi_D (Andhra Pradesh),Bhogapuram,Andhra Pradesh,False
200,363510,Limbdi_Sayla_D (Gujarat),Limbdi_Sayla_D (Gujarat),Limbdi_Sayla_D (Gujarat),Limbdi,Gujarat,True
201,802163,Arrah_Pakariabar_D (Bihar),Arrah_Pakariabar_D (Bihar),Arrah_Pakariabar_D (Bihar),Arrah,Bihar,False
202,321028,Bayana_Shivcolony_D (Rajasthan),Bayana_Shivcolony_D (Rajasthan),Bayana_Shivcolony_D (Rajasthan),Bayana,Rajasthan,True
203,503212,Navipet_Dharyapur_D (Telangana),Navipet_Dharyapur_D (Telangana),Navipet_Dharyapur_D (Telangana),Navipet,Telangana,True
204,636302,Salem_Ramalingapuram_H (Tamil Nadu),Salem_Ramalingapuram_H (Tamil Nadu),Salem_Ramalingapuram_H (Tamil Nadu),Salem,Tamil Nadu,False
205,752113,Nimapara_MahabirClny_D (Orissa),Nimapara_MahabirClny_D (Orissa),Nimapara_MahabirClny_D (Orissa),Nimapara,Orissa,True
206,301021,Laxmangarh_Lilee_D (Rajasthan),Laxmangarh_Lilee_D (Rajasthan),Laxmangarh_Lilee_D (Rajasthan),Laxmangarh,Rajasthan,True
207,110085,Delhi_Sector31_L (Delhi),Delhi_Sector31_L (Delhi),Delhi_Sector31_L (Delhi),Delhi,Delhi,False
208,841208,Ekma_Hansrajpr_D (Bihar),Ekma_Hansrajpr_D (Bihar),Ekma_Hansrajpr_D (Bihar),Ekma,Bihar,True
209,229415,Kunda_KaretiRd_D (Uttar Pradesh),Kunda_KaretiRd_D (Uttar Pradesh),Kunda_KaretiRd_D (Uttar Pradesh),Kunda,Uttar Pradesh,False
210,508208,Miryalguda_ChaitanyaNgr_D (Telangana),Miryalguda_ChaitanyaNgr_D (Telangana),Miryalguda_ChaitanyaNgr_D (Telangana),Miryalaguda,Telangana,False
211,572225,Turuvukere_Gondi_D (Karnataka),Turuvukere_Gondi_D (Karnataka),Turuvukere_Gondi_D (Karnataka),Turuvukere,Karnataka,True
212,341301,KhatuKhurd_MakranaRd_D (Rajasthan),KhatuKhurd_MakranaRd_D (Rajasthan),KhatuKhurd_MakranaRd_D (Rajasthan),Khatu Khurd,Rajasthan,True
213,800005,Patna_Janarjanpur_H (Bihar),Patna_Janarjanpur_H (Bihar),Patna_Janarjanpur_R (Bihar),Patna,Bihar,False
214,732214,Malda_Tiakati_I (West Bengal),Malda_Tiakati_I (West Bengal),Malda_Tiakati_I (West Bengal),Malda,West Bengal,True
215,201102,Ghaziabad_Pasonda_L (Uttar Pradesh),Noida_Bairangpur_GW (Uttar Pradesh),Ghaziabad_Pasonda_L (Uttar Pradesh),Ghaziabad,Uttar Pradesh,False
216,768034,Bargarh_Pada_D (Orissa),Bargarh_Pada_D (Orissa),Bargarh_Pada_D (Orissa),Dunguripali,Orissa,True
217,224166,Akbarpur_AmbedkarNgr_D (Uttar Pradesh),Akbarpur_AmbedkarNgr_D (Uttar Pradesh),Akbarpur_AmbedkarNgr_D (Uttar Pradesh),Akbarpur,Uttar Pradesh,False
218,609602,Karaikal_Bharathinagar_D (Pondicherry),Karaikal_Bharathinagar_D (Pondicherry),Karaikal_Bharathinagar_D (Pondicherry),Karaikal,Pondicherry,True
219,480667,Seoni_Dalsagar_D (Madhya Pradesh),Seoni_Dalsagar_D (Madhya Pradesh),Seoni_Dalsagar_D (Madhya Pradesh),Seoni,Madhya Pradesh,True
220,742132,Khargram_Kandi_D (West Bengal),Khargram_Kandi_D (West Bengal),Khargram_Kandi_D (West Bengal),Khargram,West Bengal,True
221,382450,Botad_Paliyadrd_D (Gujarat),Botad_Paliyadrd_D (Gujarat),Botad_Paliyadrd_D (Gujarat),Botad,Gujarat,True
222,488448,Pawai_Bagrantola_D (Madhya Pradesh),Pawai_Bagrantola_D (Madhya Pradesh),Pawai_Bagrantola_D (Madhya Pradesh),Pawai,Madhya Pradesh,False
223,520012,Vijayawada_Gudavalli_H (Andhra Pradesh),Vijayawada_Gudavalli_H (Andhra Pradesh),Vijayawada_Gudavalli_H (Andhra Pradesh),Vijayawada,Andhra Pradesh,False
224,641104,Coimbatore_Pudhupalayam_GW (Tamil Nadu),Coimbatore_Pudhupalayam_GW (Tamil Nadu),Coimbatore_Pudhupalayam_GW (Tamil Nadu),Coimbatore,Tamil Nadu,False
225,471201,Chhatarpur_VishnoNagar_D (Madhya Pradesh),Chhatarpur_VishnoNagar_D (Madhya Pradesh),Chhatarpur_VishnoNagar_D (Madhya Pradesh),Chhatarpur,Madhya Pradesh,True
226,632604,Gudiyattam_KTPRoad_D (Tamil Nadu),Gudiyattam_KTPRoad_D (Tamil Nadu),Gudiyattam_KTPRoad_D (Tamil Nadu),Gudiyattam,Tamil Nadu,True
227,360025,Chotila_Kuvadva1_DPP (Gujarat),Chotila_Kuvadva1_DPP (Gujarat),Chotila_Kuvadva1_DPP (Gujarat),Chotila,Gujarat,False
228,403701,Goa_Cortalim_H (Goa),Goa_Cortalim_H (Goa),Goa_Cortalim_H (Goa),Goa,Goa,True
229,723152,Balarampur_Baghadih_D (West Bengal),Balarampur_Baghadih_D (West Bengal),Balarampur_Baghadih_D (West Bengal),Balarampur-WB,West Bengal,True
230,680001,Thrissur_Padavarad_I (Kerala),Thrissur_Padavarad_I (Kerala),Thrissur_Padavarad_I (Kerala),Thrissur,Kerala,False
231,741253,Gopalnagar_ParaSttn_DPP (West Bengal),Gopalnagar_ParaSttn_DPP (West Bengal),Gopalnagar_ParaSttn_DPP (West Bengal),Gopalnagar,West Bengal,True
232,583135,Kudligi_Marba_DPP (Karnataka),Kudligi_Marba_DPP (Karnataka),Kudligi_Marba_DPP (Karnataka),Kudligi,Karnataka,True
233,508101,Alair_Reddygudem1_D (Telangana),Alair_Reddygudem1_D (Telangana),Alair_Reddygudem1_D (Telangana),Alair,Telangana,True
234,131001,Sonipat_Sector42_P (Haryana),Sonipat_Sector42_P (Haryana),Sonipat_Sector42_P (Haryana),Sonipat,Haryana,False
235,621012,Thuraiyur_SorathurRd_D (Tamil Nadu),Thuraiyur_SorathurRd_D (Tamil Nadu),Thuraiyur_SorathurRd_D (Tamil Nadu),Thuraiyur,Tamil Nadu,True
236,176040,Bhota_BpassDPP_D (Himachal Pradesh),Bhota_BpassDPP_D (Himachal Pradesh),Bhota_BpassDPP_D (Himachal Pradesh),Bhota,Himachal Pradesh,False
237,462031,Bhopal_Pipaliya_H (Madhya Pradesh),Bhopal_Pipaliya_H (Madhya Pradesh),Bhopal_Pipaliya_H (Madhya Pradesh),Bhopal,Madhya Pradesh,False
238,176075,Sujanpur_Busstandrd_D (Himachal Pradesh),Sujanpur_Busstandrd_D (Himachal Pradesh),Sujanpur_Busstandrd_D (Himachal Pradesh),Sujanpur,Himachal Pradesh,True
239,534211,Tanuku_Venkatarayapuram_D (Andhra Pradesh),Tanuku_Venkatarayapuram_D (Andhra Pradesh),Tanuku_Venkatarayapuram_D (Andhra Pradesh),Tanuku,Andhra Pradesh,True
240,560074,Bangalore_FCILayout_L (Karnataka),Bangalore_FCILayout_L (Karnataka),Bangalore_FCILayout_L (Karnataka),Bangalore,Karnataka,False
241,847204,Jhanjharpur_Mahespura_D (Bihar),Jhanjharpur_Mahespura_D (Bihar),Jhanjharpur_Mahespura_D (Bihar),Jhanjharpur,Bihar,True
242,160002,Chandigarh_Raiprvlg_L (Chandigarh),Chandigarh_Raiprvlg_L (Chandigarh),Chandigarh_Raiprvlg_L (Chandigarh),Chandigarh,Chandigarh,False
243,344027,KalyanpurRJ_Rawla_D (Rajasthan),KalyanpurRJ_Rawla_D (Rajasthan),KalyanpurRJ_Rawla_D (Rajasthan),Kalyanpur-RJ,Rajasthan,True
244,451447,Barwani_IGcolony_D (Madhya Pradesh),Barwani_IGcolony_D (Madhya Pradesh),Barwani_IGcolony_D (Madhya Pradesh),Barwani,Madhya Pradesh,True
245,271304,Ayodhya_Kotsarai_H (Uttar Pradesh),Ayodhya_Kotsarai_H (Uttar Pradesh),Ayodhya_Kotsarai_H (Uttar Pradesh),Ayodhya,Uttar Pradesh,True
246,391770,Vadodara_Dashrath_H (Gujarat),Vadodara_Temp_H (Gujarat),Vadodara_Dashrath_H (Gujarat),Vadodara,Gujarat,False
247,152028,Moga_HardevNagar_I (Punjab),Moga_HardevNagar_I (Punjab),Moga_HardevNagar_I (Punjab),Moga,Punjab,False
248,245401,Hapur_Sanjaycolony_D (Uttar Pradesh),Hapur_Sanjaycolony_D (Uttar Pradesh),Hapur_Sanjaycolony_D (Uttar Pradesh),Hapur,Uttar Pradesh,True
249,612202,Kumbakonam_Melacavery_D (Tamil Nadu),Kumbakonam_Melacavery_D (Tamil Nadu),Kumbakonam_Melacavery_D (Tamil Nadu),Kumbakonam,Tamil Nadu,True
250,425101,Jalgaon_MIDC_I (Maharashtra),Jalgaon_MIDC_I (Maharashtra),Jalgaon_MIDC_I (Maharashtra),Jalgaon,Maharashtra,False
251,472331,Jatara_Baiwarkhas_D (Madhya Pradesh),Jatara_Baiwarkhas_D (Madhya Pradesh),Jatara_Baiwarkhas_D (Madhya Pradesh),Jatara,Madhya Pradesh,False
252,382013,Ahmedabad_Chandkheda_L (Gujarat),Ahmedabad_Chandkheda_L (Gujarat),Ahmedabad_Chandkheda_L (Gujarat),Ahmedabad,Gujarat,False
253,560080,Bangalore_RKHegdeNagar_L (Karnataka),Bangalore_RKHegdeNagar_L (Karnataka),Bangalore_RKHegdeNagar_L (Karnataka),Bangalore,Karnataka,False
254,571425,Maddur_TeachersColony_D (Karnataka),Maddur_TeachersColony_D (Karnataka),Maddur_TeachersColony_D (Karnataka),Maddur,Karnataka,True
255,572125,Sira_BalajiNagara_D (Karnataka),Sira_BalajiNagara_D (Karnataka),Sira_BalajiNagara_D (Karnataka),Sira,Karnataka,True
256,272181,Basti_Bargadwa_D (Uttar Pradesh),Basti_Bargadwa_D (Uttar Pradesh),Basti_Bargadwa_D (Uttar Pradesh),Basti,Uttar Pradesh,True
257,440031,Nagpur_Khapari_GW (Maharashtra),Nagpur_Khapari_GW (Maharashtra),Nagpur_Khapari_GW (Maharashtra),Nagpur,Maharashtra,False
258,415525,Wai_Panchwad_D (Maharashtra),Wai_Panchwad_D (Maharashtra),Wai_Panchwad_D (Maharashtra),Wai,Maharashtra,True
259,670662,Kannur_Koodali_H (Kerala),Kannur_Koodali_H (Kerala),Kannur_Koodali_H (Kerala),Kannur,Kerala,True
260,504304,BoathBuzurg_Sainagar_DPP (Telangana),BoathBuzurg_Sainagar_DPP (Telangana),BoathBuzurg_Sainagar_DPP (Telangana),Boath Buzurg,Telangana,True
261,768033,Bargarh_Pada_D (Orissa),Bargarh_Pada_D (Orissa),Bargarh_Pada_D (Orissa),Dunguripali,Orissa,True
262,581196,Hubli_Budarshingi_H (Karnataka),Hubli_Budarshingi_H (Karnataka),Hubli_Budarshingi_H (Karnataka),Hubli,Karnataka,True
263,221717,Ballia_Sikandarpur_D (Uttar Pradesh),Ballia_Sikandarpur_D (Uttar Pradesh),Ballia_Sikandarpur_D (Uttar Pradesh),Ballia,Uttar Pradesh,True
264,855107,Kishanganj_Dheksara_D (Bihar),Kishanganj_Dheksara_D (Bihar),Kishanganj_Dheksara_D (Bihar),Kishanganj,Bihar,True
265,636807,Dharmapuri_Agrinagar_D (Tamil Nadu),Dharmapuri_Agrinagar_D (Tamil Nadu),Dharmapuri_Agrinagar_D (Tamil Nadu),Dharmapuri,Tamil Nadu,True
266,246149,Kotdwara_Durgapur_D (Uttarakhand),Kotdwara_Durgapur_D (Uttarakhand),Kotdwara_Durgapur_D (Uttarakhand),Kotdwara,Uttarakhand,True
267,396235,Vapi_Nahuli_H (Gujarat),Vapi_Nahuli_H (Gujarat),Vapi_Nahuli_H (Gujarat),Vapi,Gujarat,False
268,243002,Bareilly_Sathrapur_H (Uttar Pradesh),Bareilly_Sathrapur_H (Uttar Pradesh),Bareilly_Sathrapur_H (Uttar Pradesh),Bareilly,Uttar Pradesh,False
269,403530,Goa_Mapusa_L (Goa),Goa_Mapusa_L (Goa),Goa_Mapusa_L (Goa),Goa,Goa,True
270,743195,Naihati_Kalyani_DPP (West Bengal),Naihati_Kalyani_DPP (West Bengal),Naihati_Kalyani_DPP (West Bengal),Kalyani,West Bengal,True
271,643270,Gudalur_1stMile_D (Tamil Nadu),Gudalur_1stMile_D (Tamil Nadu),Gudalur_1stMile_D (Tamil Nadu),Gudalur,Tamil Nadu,True
272,331025,Jhunjhunu_ShastriNagar_I (Rajasthan),Jhunjhunu_ShastriNagar_I (Rajasthan),Jhunjhunu_ShastriNagar_I (Rajasthan),Jhunjhunu,Rajasthan,False
273,804453,Patna_Janarjanpur_H (Bihar),Patna_Janarjanpur_H (Bihar),Patna_Janarjanpur_R (Bihar),Patna,Bihar,True
274,626133,Rajapalayam_Madathuppatti_D (Tamil Nadu),Rajapalayam_Madathuppatti_D (Tamil Nadu),Rajapalayam_Madathuppatti_D (Tamil Nadu),Rajapalayam,Tamil Nadu,True
275,713409,Balagarh_Natagarh_D (West Bengal),Balagarh_Natagarh_D (West Bengal),Balagarh_Natagarh_D (West Bengal),Balagarh,West Bengal,True
276,781308,Barpeta_Bhera_D (Assam),Barpeta_ShaktiNagar_D (Assam),Barpeta_ShaktiNagar_D (Assam),Barpeta,Assam,True
277,243633,Budaun_KrishnaPuriRd_D (Uttar Pradesh),Budaun_KrishnaPuriRd_D (Uttar Pradesh),Budaun_KrishnaPuriRd_D (Uttar Pradesh),Budaun,Uttar Pradesh,True
278,412305,Nira_Lonand_D (Maharashtra),Nira_Lonand_D (Maharashtra),Nira_Lonand_D (Maharashtra),Nira,Maharashtra,False
279,495691,Dabhra_Ward5_D (Chhattisgarh),Dabhra_Ward5_D (Chhattisgarh),Dabhra_Ward5_D (Chhattisgarh),Dabhra,Chhattisgarh,True
280,246001,Pauri_Khndyusn_D (Uttarakhand),Pauri_Khndyusn_D (Uttarakhand),Pauri_Khndyusn_D (Uttarakhand),Pauri,Uttarakhand,False
281,722153,Meija_School_D (West Bengal),Meija_School_D (West Bengal),Meija_School_D (West Bengal),Mejia,West Bengal,True
282,227806,Kumarganj_ShivNagar_D (Uttar Pradesh),Kumarganj_ShivNagar_D (Uttar Pradesh),Kumarganj_ShivNagar_D (Uttar Pradesh),Kumarganj,Uttar Pradesh,True
283,521227,Visanapeta_SrinivasaNgr_D (Andhra Pradesh),Visanapeta_SrinivasaNgr_D (Andhra Pradesh),Visanapeta_SrinivasaNgr_D (Andhra Pradesh),Vissannapetaa,Andhra Pradesh,True
284,788101,Pailapool_Lagktlbocpr_D (Assam),Pailapool_Lagktlbocpr_D (Assam),Pailapool_Lagktlbocpr_D (Assam),Pailapool,Assam,True
285,628904,Vilathikulam_Thoothukudi_DPP (Tamil Nadu),Vilathikulam_Thoothukudi_DPP (Tamil Nadu),Vilathikulam_Thoothukudi_DPP (Tamil Nadu),Vilathikulam,Tamil Nadu,True
286,394720,Ahwa_Panchlicolony_DPP (Gujarat),Ahwa_Panchlicolony_DPP (Gujarat),Ahwa_Panchlicolony_DPP (Gujarat),Ahwa,Gujarat,False
287,521323,Gudivada_Satyanarayanapuram_D (Andhra Pradesh),Gudivada_Satyanarayanapuram_D (Andhra Pradesh),Gudivada_Satyanarayanapuram_D (Andhra Pradesh),Gudivada,Andhra Pradesh,True
288,584101,Raichur_Wadloor_I (Karnataka),Raichur_Wadloor_I (Karnataka),Raichur_Wadloor_I (Karnataka),Raichur,Karnataka,True
289,713218,Durgapur_Bamunara1_I (West Bengal),Durgapur_Bamunara1_I (West Bengal),Durgapur_Bamunara1_I (West Bengal),Durgapur,West Bengal,False
290,110505,Delhi_KirtiNgrRamaRd_L (Delhi),Delhi_KirtiNgrRamaRd_L (Delhi),Delhi_KirtiNgrRamaRd_L (Delhi),Delhi,Delhi,False
291,828209,Dhanbad_Tilabani_H (Jharkhand),Dhanbad_Tilabani_H (Jharkhand),Dhanbad_Tilabani_H (Jharkhand),Dhanbad,Jharkhand,True
292,171008,Shimla_Tara_DC (Himachal Pradesh),Shimla_Tara_DC (Himachal Pradesh),Shimla_Tara_DC (Himachal Pradesh),Shimla,Himachal Pradesh,True
293,834003,Ranchi_Sarwal_L (Jharkhand),Ranchi_Sidroll_H (Jharkhand),Ranchi_Sarwal_L (Jharkhand),Ranchi,Jharkhand,False
294,574189,Mangalore_Katipalla_H (Karnataka),Mangalore_Katipalla_H (Karnataka),Mangalore_Katipalla_H (Karnataka),Mangalore,Karnataka,True
295,583211,Hospet_PrakashNagar_D (Karnataka),Hospet_PrakashNagar_D (Karnataka),Hospet_PrakashNagar_D (Karnataka),Hospet,Karnataka,False
296,516293,Cuddapah_Aravindnagar_I (Andhra Pradesh),Cuddapah_Aravindnagar_I (Andhra Pradesh),Cuddapah_Aravindnagar_I (Andhra Pradesh),Cuddapah,Andhra Pradesh,True
297,756045,Soro_Ashoknagar_D (Orissa),Soro_Ashoknagar_D (Orissa),Soro_Ashoknagar_D (Orissa),Soro,Orissa,True
298,146116,Hoshiarpur_Hariana_D (Punjab),Hoshiarpur_Hariana_D (Punjab),Hoshiarpur_Hariana_D (Punjab),Hoshiarpur,Punjab,True
299,585102,Gulbarga_Kapnoor_I (Karnataka),Gulbarga_Kapnoor_I (Karnataka),Gulbarga_Kapnoor_I (Karnataka),Gulbarga,Karnataka,False
300,205130,Shikohabad_RameshNagar_D (Uttar Pradesh),Shikohabad_RameshNagar_D (Uttar Pradesh),Shikohabad_RameshNagar_D (Uttar Pradesh),Shikohabad,Uttar Pradesh,True
301,621203,Kulithalai_CaveryNagar_D (Tamil Nadu),Kulithalai_CaveryNagar_D (Tamil Nadu),Kulithalai_CaveryNagar_D (Tamil Nadu),Kulithalai,Tamil Nadu,True
302,612802,Kumbakonam_Melacavery_D (Tamil Nadu),Kumbakonam_Melacavery_D (Tamil Nadu),Kumbakonam_Melacavery_D (Tamil Nadu),Kumbakonam,Tamil Nadu,True
303,695525,Trivandrum_Neyatinkra_D (Kerala),Trivandrum_Neyatinkra_D (Kerala),Trivandrum_Neyatinkra_D (Kerala),Thiruvananthapuram,Kerala,True
304,443301,Lonar_Mehkar_D (Maharashtra),Lonar_Mehkar_D (Maharashtra),Lonar_Mehkar_D (Maharashtra),Lonar,Maharashtra,False
305,760005,Behrampur_Mandiapalli_I (Orissa),Behrampur_Mandiapalli_I (Orissa),Behrampur_Mandiapalli_I (Orissa),Behrampur,Orissa,False
306,784161,Itanagar_Doimukh_I (Arunachal Pradesh),Itanagar_Doimukh_I (Arunachal Pradesh),Itanagar_Doimukh_I (Arunachal Pradesh),Itanagar,Arunachal Pradesh,True
307,305922,Beawar_KundanNagar_D (Rajasthan),Beawar_KundanNagar_D (Rajasthan),Beawar_KundanNagar_D (Rajasthan),Beawar,Rajasthan,True
308,628309,Kovilpatti_KadershanKoil_D (Tamil Nadu),Kovilpatti_KadershanKoil_D (Tamil Nadu),Kovilpatti_KadershanKoil_D (Tamil Nadu),Kovilpatti,Tamil Nadu,True
309,639105,Kulithalai_CaveryNagar_D (Tamil Nadu),Kulithalai_CaveryNagar_D (Tamil Nadu),Kulithalai_CaveryNagar_D (Tamil Nadu),Kulithalai,Tamil Nadu,True
310,495549,Akaltara_IndraUdyan_D (Chhattisgarh),Akaltara_IndraUdyan_D (Chhattisgarh),Akaltara_IndraUdyan_D (Chhattisgarh),Akaltara,Chhattisgarh,True
311,731130,Suri_Karidhya_D (West Bengal),Suri_Karidhya_D (West Bengal),Suri_Karidhya_D (West Bengal),Suri,West Bengal,True
312,627010,Tirunelveli_Krishnapuram_H (Tamil Nadu),Tirunelveli_Krishnapuram_H (Tamil Nadu),Tirunelveli_Krishnapuram_H (Tamil Nadu),Tirunelveli,Tamil Nadu,False
313,361220,Dhrol_KharvaRd_D (Gujarat),Dhrol_KharvaRd_D (Gujarat),Dhrol_KharvaRd_D (Gujarat),Dhrol,Gujarat,True
314,534451,Jangareddygudem_RTC_D (Andhra Pradesh),Jangareddygudem_RTC_D (Andhra Pradesh),Jangareddygudem_RTC_D (Andhra Pradesh),Jangareddygudem,Andhra Pradesh,True
315,476554,Morena_Ambah_D (Madhya Pradesh),Morena_Ambah_D (Madhya Pradesh),Morena_Ambah_D (Madhya Pradesh),Morena,Madhya Pradesh,True
316,302012,Jaipur_VishwakrmIndArea_L (Rajasthan),Jaipur_Sez_GW (Rajasthan),Jaipur_VishwakrmIndArea_L (Rajasthan),Jaipur,Rajasthan,False
